job_titles,ai_impact,tasks,ai_models,ai_workload_ratio,domain
Broadcast Engineer,30.0,186,1368,0.1359649122807017,Sales & Marketing
Financial Aid Advisor,30.0,194,1343,0.1444527177959791,Hospitality
Fire Inspector,30.0,136,1385,0.0981949458483754,Communication & PR
Building Maintenance,30.0,131,890,0.147191011235955,Communication & PR
Diet Technician,30.0,113,763,0.1480996068152031,Administrative & Clerical
Supply Chain Specialist,30.0,230,1828,0.1258205689277899,Data & IT
Stage Hand,30.0,76,879,0.08646188850967,Law Enforcement
Test Architect,30.0,159,1430,0.1111888111888111,Data & IT
Packaging Specialist,30.0,284,2147,0.1322775966464834,Sales & Marketing
Packaging Operator,30.0,237,1371,0.1728665207877461,Construction
Packaging Manager,30.0,260,2061,0.126152353226589,Law Enforcement
Packaging Machine Operator,30.0,233,1338,0.1741405082212257,Supply Chain & Logistics
Monitor,30.0,135,906,0.1490066225165563,Medical & Healthcare
Merchandise Planner,30.0,240,1896,0.1265822784810126,Leadership & Strategy
Quality Assurance Inspector,30.0,351,2445,0.1435582822085889,Medical & Healthcare
Orthodontic Assistant,30.0,89,412,0.2160194174757281,Hospitality
Qa Test Lead,30.0,328,2375,0.1381052631578947,Administrative & Clerical
Teller,30.0,154,1031,0.1493695441319107,Leadership & Strategy
Qa Inspector,30.0,340,2417,0.1406702523789822,Communication & PR
Qa Consultant,30.0,329,2365,0.1391120507399577,Hospitality
Inspector,30.0,140,1401,0.0999286224125624,Sales & Marketing
Technical Director,30.0,283,2227,0.1270767849124382,Construction
Test Technician,30.0,152,1273,0.1194029850746268,Administrative & Clerical
Carpenter,30.0,116,724,0.1602209944751381,Construction
Senior Quality Engineer,30.0,189,1573,0.1201525746980292,Communication & PR
Quality Technician,30.0,206,1619,0.1272390364422483,Hospitality
Quality Engineer,30.0,199,1597,0.1246086412022542,Sales & Marketing
Quality Control Technician,30.0,201,1612,0.1246898263027295,Construction
Quality Control Engineer,30.0,196,1427,0.1373510861948143,Law Enforcement
Quality Assurance Technician,30.0,352,2446,0.1439084219133279,Supply Chain & Logistics
Orthotist,30.0,87,476,0.1827731092436974,Communication & PR
Grants Administrator,30.0,231,1833,0.1260229132569558,Data & IT
Trust Accountant,30.0,193,1406,0.1372688477951635,Medical & Healthcare
Qa Lead,30.0,328,2375,0.1381052631578947,Data & IT
Support Specialist,30.0,345,2380,0.1449579831932773,Communication & PR
Service Desk Technician,30.0,348,2446,0.14227309893704,Hospitality
Sap Consultant,30.0,264,1994,0.1323971915747241,Sales & Marketing
Programming,30.0,222,1383,0.1605206073752711,Construction
Pc Specialist,30.0,254,1603,0.1584529008109794,Law Enforcement
Network Technician,30.0,257,1648,0.1559466019417475,Supply Chain & Logistics
Youth Counselor,30.0,160,1349,0.1186063750926612,Communication & PR
Environmental Technician,30.0,151,951,0.1587802313354364,Supply Chain & Logistics
Transplant Coordinator,30.0,202,1438,0.1404728789986092,Administrative & Clerical
Surgical Coordinator,30.0,120,774,0.1550387596899224,Data & IT
Patient Representative,30.0,165,1153,0.1431049436253252,Communication & PR
Medical Clerk,30.0,171,1072,0.1595149253731343,Hospitality
Clinic Assistant,30.0,131,816,0.1605392156862745,Sales & Marketing
Admitting Clerk,30.0,198,1209,0.1637717121588089,Construction
Phlebotomist,30.0,104,592,0.1756756756756756,Administrative & Clerical
Research Administrator,30.0,207,1765,0.1172804532577903,Leadership & Strategy
Arborist,30.0,92,633,0.1453396524486571,Law Enforcement
Property Management Assistant,30.0,182,1359,0.1339220014716703,Supply Chain & Logistics
Foreclosure Specialist,30.0,184,1263,0.1456848772763262,Medical & Healthcare
Broker,30.0,198,1271,0.1557828481510621,Leadership & Strategy
Assistant Property Manager,30.0,218,1323,0.164777021919879,Administrative & Clerical
Asset Manager,30.0,224,1354,0.1654357459379616,Data & IT
Epidemiologist,30.0,123,784,0.1568877551020408,Law Enforcement
Accounting Specialist,30.0,224,1338,0.1674140508221225,Data & IT
Entomologist,30.0,97,677,0.1432791728212703,Medical & Healthcare
Dna Analyst,30.0,126,833,0.1512605042016806,Leadership & Strategy
Clinical Laboratory Technologist,30.0,121,784,0.1543367346938775,Administrative & Clerical
Clinical Laboratory Technician,30.0,121,784,0.1543367346938775,Data & IT
Clinical Laboratory Scientist,30.0,126,813,0.1549815498154981,Communication & PR
Chemist,30.0,136,884,0.1538461538461538,Hospitality
Cartographer,30.0,148,1221,0.1212121212121212,Sales & Marketing
Microbiology,30.0,137,1032,0.1327519379844961,Data & IT
Lab Analyst,30.0,156,1484,0.105121293800539,Communication & PR
Histotechnician,30.0,111,1116,0.0994623655913978,Hospitality
Geoscientist,30.0,127,1382,0.0918958031837916,Sales & Marketing
Formulation Chemist,30.0,154,1440,0.1069444444444444,Construction
Accounts Payable Assistant,30.0,219,1351,0.1621021465581051,Administrative & Clerical
Mortgage Broker,30.0,165,1225,0.1346938775510204,Construction
Public Relations Specialist,30.0,351,2093,0.1677018633540372,Medical & Healthcare
Public Relations Assistant,30.0,340,1948,0.1745379876796714,Leadership & Strategy
Production Associate,30.0,246,1605,0.1532710280373831,Administrative & Clerical
Media Strategist,30.0,291,1865,0.1560321715817694,Data & IT
Event Manager,30.0,322,2297,0.1401828471919895,Communication & PR
Development Coordinator,30.0,252,1628,0.1547911547911548,Hospitality
Financial Officer,30.0,216,1427,0.1513665031534688,Communication & PR
Assistant Librarian,30.0,171,1005,0.1701492537313433,Construction
Commercial Lender,30.0,141,874,0.1613272311212814,Sales & Marketing
Billing Assistant,30.0,215,1335,0.1610486891385767,Construction
Bankruptcy Specialist,30.0,216,1351,0.159881569207994,Law Enforcement
Audit Director,30.0,222,1371,0.161925601750547,Supply Chain & Logistics
Assistant Bookkeeper,30.0,215,1344,0.159970238095238,Medical & Healthcare
Accounts Payable Clerk,30.0,219,1351,0.1621021465581051,Leadership & Strategy
Mortgage Loan Officer,30.0,166,1226,0.1353996737357259,Sales & Marketing
Campaign Manager,30.0,248,1479,0.1676808654496281,Leadership & Strategy
Loan Officer,30.0,225,1522,0.1478318002628121,Law Enforcement
Loan Assistant,30.0,192,1290,0.1488372093023255,Supply Chain & Logistics
Investment Banking Associate,30.0,186,1320,0.1409090909090909,Medical & Healthcare
Investment Associate,30.0,185,1298,0.1425269645608628,Leadership & Strategy
Investment Accountant,30.0,188,1353,0.138950480413895,Administrative & Clerical
Hedge Fund Accountant,30.0,181,1334,0.1356821589205397,Data & IT
Vault Teller,30.0,139,1201,0.115736885928393,Law Enforcement
Underwriting Manager,30.0,252,1618,0.1557478368355995,Supply Chain & Logistics
Senior Merchandiser,29.0,616,1598,0.3854818523153942,Administrative & Clerical
Sales Trainer,29.0,682,1686,0.4045077105575326,Data & IT
Sales Operations Manager,29.0,702,1800,0.39,Communication & PR
National Sales Manager,29.0,703,1989,0.3534439416792358,Hospitality
Build Engineer,28.0,189,1523,0.124097176625082,Leadership & Strategy
Assistant Manager,28.0,246,1611,0.1527001862197393,Supply Chain & Logistics
Bridge Engineer,28.0,183,1517,0.1206328279499011,Administrative & Clerical
Automotive Engineer,28.0,193,1544,0.125,Data & IT
Aerospace Technician,28.0,142,1173,0.1210571184995737,Communication & PR
Pest Control Technician,28.0,214,816,0.2622549019607843,Hospitality
Technical Sales Engineer,28.0,736,2103,0.3499762244412743,Leadership & Strategy
Coordinator,28.0,265,1694,0.1564344746162927,Construction
Cannabis,28.0,157,1234,0.1272285251215559,Law Enforcement
Field Engineer,28.0,257,1801,0.1426985008328706,Data & IT
Hydraulic Engineer,28.0,219,1700,0.1288235294117647,Administrative & Clerical
Facility Engineer,28.0,254,1788,0.1420581655480984,Communication & PR
Chemical Process Engineer,28.0,191,1637,0.1166768478924862,Medical & Healthcare
Consulting Engineer,28.0,208,1679,0.1238832638475282,Supply Chain & Logistics
Deployment Engineer,28.0,203,1683,0.1206179441473559,Law Enforcement
Drilling Engineer,28.0,180,1458,0.1234567901234567,Construction
Facilities Engineer,28.0,253,1778,0.1422947131608549,Hospitality
Hvac Installer,28.0,206,1696,0.1214622641509434,Sales & Marketing
Entry Level Electrical Engineer,28.0,186,1491,0.124748490945674,Sales & Marketing
Flight Nurse,28.0,177,1511,0.1171409662475182,Medical & Healthcare
Industrial Engineer,27.0,246,1722,0.1428571428571428,Leadership & Strategy
Infrastructure Engineer,27.0,242,1744,0.1387614678899082,Medical & Healthcare
Parking Attendant,26.0,191,694,0.2752161383285302,Supply Chain & Logistics
Parking Lot Attendant,26.0,189,700,0.27,Law Enforcement
Restaurant Worker,26.0,356,1071,0.3323996265172735,Construction
Commercial Manager,25.0,264,1735,0.1521613832853026,Construction
Senior Analyst,25.0,809,2272,0.3560739436619718,Law Enforcement
Server Administrator,25.0,884,2331,0.3792363792363792,Construction
3D Designer,25.0,272,1956,0.1390593047034765,Sales & Marketing
Junior Designer,25.0,390,2388,0.1633165829145728,Hospitality
Retail Merchandiser,25.0,604,1578,0.3827629911280101,Sales & Marketing
Retail Consultant,25.0,655,1808,0.3622787610619469,Construction
Merchandiser,25.0,658,1759,0.374076179647527,Law Enforcement
Grocery Stocker,25.0,147,1023,0.1436950146627566,Supply Chain & Logistics
Bench Jeweler,25.0,95,766,0.1240208877284595,Medical & Healthcare
Mover,25.0,165,625,0.264,Supply Chain & Logistics
Benefits Specialist,25.0,217,1444,0.1502770083102493,Data & IT
Assistant Facility Manager,25.0,231,1547,0.1493212669683258,Sales & Marketing
Driver Recruiter,25.0,175,1148,0.1524390243902439,Administrative & Clerical
Marketing Engineer,25.0,590,3260,0.1809815950920245,Supply Chain & Logistics
Call Center Agent,25.0,296,1897,0.1560358460727464,Communication & PR
Call Center Operator,25.0,296,1897,0.1560358460727464,Data & IT
Collections Agent,25.0,265,1744,0.1519495412844036,Administrative & Clerical
Customer Support Manager,25.0,281,1747,0.160847166571265,Leadership & Strategy
Senior Designer,25.0,907,2523,0.3594926674593737,Communication & PR
Catering Chef,25.0,137,1079,0.1269694161260426,Administrative & Clerical
Casino Host,25.0,183,1397,0.1309949892627058,Data & IT
Casino,25.0,145,1133,0.1279788172992056,Communication & PR
Beverage Manager,25.0,166,1278,0.1298904538341158,Hospitality
Banquet Chef,25.0,131,1071,0.1223155929038282,Sales & Marketing
Transportation Inspector,25.0,257,921,0.2790445168295331,Construction
Parts Runner,25.0,205,681,0.3010279001468429,Law Enforcement
Food Worker,25.0,109,864,0.1261574074074074,Data & IT
Loader,25.0,108,908,0.118942731277533,Medical & Healthcare
Freight Coordinator,25.0,246,1828,0.1345733041575492,Leadership & Strategy
Freight Associate,25.0,214,1722,0.1242740998838559,Administrative & Clerical
Service Consultant,25.0,601,1719,0.3496218731820826,Hospitality
Food Service Worker,25.0,154,1144,0.1346153846153846,Communication & PR
Crew Chief,25.0,109,879,0.124004550625711,Supply Chain & Logistics
Dining Room Manager,25.0,175,1342,0.1304023845007451,Law Enforcement
Executive Housekeeper,25.0,201,1261,0.1593973037272006,Construction
Food Prep,25.0,129,1314,0.0981735159817351,Sales & Marketing
Team Coordinator,25.0,598,1775,0.3369014084507042,Data & IT
Study Coordinator,25.0,588,1705,0.3448680351906158,Communication & PR
Senior Administrative Assistant,25.0,546,1705,0.3202346041055718,Hospitality
Retention Specialist,25.0,551,1584,0.3478535353535353,Sales & Marketing
Chef De Cuisine,25.0,132,1016,0.1299212598425196,Leadership & Strategy
Retail Sales Associate,25.0,561,1422,0.3945147679324894,Communication & PR
Retail Sales,25.0,572,1448,0.3950276243093922,Hospitality
Food Service Supervisor,25.0,195,1337,0.1458489154824233,Hospitality
Chef De Partie,25.0,134,1050,0.1276190476190476,Medical & Healthcare
Kitchen Staff,25.0,96,792,0.1212121212121212,Medical & Healthcare
Kitchen Assistant,25.0,95,1082,0.0878003696857671,Leadership & Strategy
Houseperson,25.0,92,844,0.1090047393364928,Administrative & Clerical
Marine Engineer,25.0,220,1668,0.13189448441247,Leadership & Strategy
Sound Engineer,25.0,798,2599,0.3070411696806464,Law Enforcement
Sound Designer,25.0,814,2667,0.3052118485189351,Supply Chain & Logistics
Real Estate Photographer,25.0,567,2010,0.282089552238806,Medical & Healthcare
Production Artist,25.0,748,2900,0.2579310344827586,Leadership & Strategy
Photography Assistant,25.0,600,2154,0.2785515320334262,Administrative & Clerical
Multimedia Designer,25.0,784,2900,0.2703448275862068,Data & IT
Multimedia Artist,25.0,754,2769,0.272300469483568,Communication & PR
Discharge Planner,25.0,239,1530,0.1562091503267973,Supply Chain & Logistics
Shift Engineer,25.0,339,1086,0.3121546961325966,Leadership & Strategy
Conservator,25.0,115,1029,0.1117589893100097,Construction
Superintendent,25.0,333,1035,0.3217391304347826,Law Enforcement
Special Education Coordinator,25.0,429,1280,0.33515625,Supply Chain & Logistics
Sign Language Interpreter,25.0,288,895,0.3217877094972067,Medical & Healthcare
Para Educator,25.0,442,1289,0.3429014740108611,Leadership & Strategy
Online Tutor,25.0,586,1757,0.3335230506545247,Administrative & Clerical
Studio Engineer,25.0,789,2589,0.3047508690614137,Construction
Library Director,25.0,281,1861,0.1509940891993552,Communication & PR
Instructional Coordinator,25.0,301,2036,0.1478388998035363,Hospitality
Graduate Assistant,25.0,264,1907,0.1384373361300472,Sales & Marketing
Educational Assistant,25.0,232,1561,0.1486226777706598,Construction
Economics Teacher,25.0,219,1597,0.1371321227301189,Law Enforcement
Driving Instructor,25.0,126,881,0.1430192962542565,Supply Chain & Logistics
Director Of Photography,25.0,192,1595,0.1203761755485893,Sales & Marketing
Area Supervisor,25.0,217,1508,0.1438992042440318,Construction
Account Representative,25.0,211,1581,0.133459835547122,Law Enforcement
Welding Supervisor,25.0,234,821,0.2850182704019488,Supply Chain & Logistics
Video Engineer,25.0,711,2095,0.3393794749403341,Medical & Healthcare
Customer Support Representative,25.0,313,1911,0.1637885923600209,Medical & Healthcare
Senior Structural Engineer,25.0,476,1400,0.34,Administrative & Clerical
Recovery Specialist,25.0,569,1670,0.3407185628742515,Construction
Senior Process Engineer,25.0,482,1417,0.3401552575864502,Communication & PR
Reliability Engineer,25.0,460,1373,0.3350327749453751,Hospitality
Product Development Engineer,25.0,497,1399,0.355253752680486,Sales & Marketing
Performance Engineer,25.0,479,1384,0.3460982658959537,Construction
Packaging Engineer,25.0,518,1750,0.296,Law Enforcement
Kitchen Steward,25.0,92,725,0.1268965517241379,Supply Chain & Logistics
Materials Engineer,25.0,445,1345,0.3308550185873606,Medical & Healthcare
Business Support,25.0,269,1795,0.1498607242339832,Hospitality
Lead Pharmacy Technician,25.0,194,1534,0.1264667535853976,Administrative & Clerical
Lead Medical Assistant,25.0,196,1543,0.1270252754374595,Data & IT
Intervention Specialist,25.0,248,1844,0.1344902386117136,Communication & PR
Hygienist,25.0,178,1172,0.151877133105802,Hospitality
Hospital Technician,25.0,206,1577,0.1306277742549144,Sales & Marketing
Health Technician,25.0,230,1743,0.1319563970166379,Construction
Environmental Health Specialist,25.0,256,1832,0.1397379912663755,Law Enforcement
Senior Project Engineer,25.0,483,1415,0.3413427561837456,Data & IT
Organizational Development Consultant,25.0,741,2138,0.3465855940130963,Sales & Marketing
Environmental Consultant,25.0,229,1840,0.1244565217391304,Construction
Warehouse Technician,25.0,390,1182,0.3299492385786802,Law Enforcement
Mechanical Project Engineer,25.0,463,1361,0.340191036002939,Supply Chain & Logistics
Procurement Administrator,25.0,577,1652,0.349273607748184,Medical & Healthcare
Loan Originator,25.0,292,1940,0.1505154639175257,Leadership & Strategy
Junior Accountant,25.0,282,1921,0.1467985424258198,Administrative & Clerical
Investment Banker,25.0,277,1869,0.1482075976457998,Data & IT
Fund Manager,25.0,285,1874,0.1520811099252935,Communication & PR
Legal Administrator,25.0,285,1844,0.1545553145336225,Data & IT
Commercial Banker,25.0,209,1447,0.1444367657221838,Sales & Marketing
Safety Officer,25.0,463,1279,0.3620015637216575,Medical & Healthcare
Hospital Security Officer,25.0,171,1185,0.1443037974683544,Leadership & Strategy
Fire Marshal,25.0,200,1658,0.120627261761158,Administrative & Clerical
Combat Engineer,25.0,72,569,0.1265377855887522,Data & IT
Print Production Manager,25.0,701,2336,0.3000856164383562,Sales & Marketing
Youth Coordinator,25.0,237,1485,0.1595959595959596,Hospitality
Youth Advocate,25.0,434,1230,0.3528455284552845,Sales & Marketing
Human Resources Manager,25.0,297,1994,0.1489468405215647,Supply Chain & Logistics
Corporate Recruiter,25.0,222,1472,0.1508152173913043,Communication & PR
Assistant Controller,25.0,225,1504,0.1496010638297872,Supply Chain & Logistics
Information Officer,25.0,208,1454,0.1430536451169188,Sales & Marketing
Social Work Case Manager,25.0,199,1530,0.1300653594771242,Construction
Hospital Director,25.0,164,1291,0.1270333075135553,Law Enforcement
Health Unit Coordinator,25.0,197,1531,0.1286740692357936,Supply Chain & Logistics
Director Of Radiology,25.0,152,1122,0.1354723707664884,Medical & Healthcare
Employee Relations Manager,25.0,212,1356,0.1563421828908554,Hospitality
Kitchen Designer,25.0,219,1889,0.115934356802541,Administrative & Clerical
Youth Specialist,25.0,229,1458,0.1570644718792866,Communication & PR
Sports,25.0,575,1415,0.4063604240282685,Supply Chain & Logistics
Recreation Specialist,25.0,607,1585,0.3829652996845425,Medical & Healthcare
Victim Advocate,25.0,462,1328,0.3478915662650602,Leadership & Strategy
Peer Support Specialist,25.0,524,1571,0.3335455124124761,Administrative & Clerical
Family Advocate,25.0,295,2066,0.1427879961277831,Data & IT
Community Liaison,25.0,246,1602,0.1535580524344569,Communication & PR
Senior Planner,25.0,604,1618,0.3733003708281829,Supply Chain & Logistics
Veterinary Assistant,25.0,285,898,0.3173719376391982,Sales & Marketing
Animal Control Officer,25.0,161,1239,0.1299435028248587,Construction
Trial Attorney,25.0,377,1152,0.3272569444444444,Law Enforcement
Personal Injury Attorney,25.0,423,1288,0.328416149068323,Supply Chain & Logistics
Senior Credit Analyst,25.0,571,1601,0.3566520924422236,Supply Chain & Logistics
Legal Editor,25.0,347,2167,0.1601292108906322,Leadership & Strategy
Legal Clerk,25.0,275,1582,0.1738305941845765,Administrative & Clerical
Apartment Property Manager,25.0,233,1537,0.1515940143135979,Construction
Digital Court Reporter,25.0,200,1330,0.150375939849624,Communication & PR
Workforce Manager,25.0,617,1757,0.3511667615253273,Hospitality
Payroll Manager,25.0,688,2069,0.3325277912034799,Sales & Marketing
Medical Recruiter,25.0,800,2214,0.3613369467028003,Construction
Human Resources Generalist,25.0,371,2244,0.1653297682709447,Law Enforcement
Human Resources Executive,25.0,355,2093,0.1696129956999522,Supply Chain & Logistics
Human Resources Business Partner,25.0,366,2234,0.1638316920322292,Medical & Healthcare
Community Health Worker,25.0,227,1556,0.1458868894601542,Hospitality
Business Banker,25.0,209,1452,0.1439393939393939,Construction
Legal Officer,25.0,295,1961,0.1504334523202447,Medical & Healthcare
Leasing Specialist,25.0,285,1943,0.1466803911477097,Administrative & Clerical
Leasing Consultant,25.0,280,1933,0.1448525607863424,Data & IT
Leasing Agent,25.0,281,1933,0.1453698913605794,Communication & PR
Housing Counselor,25.0,255,1802,0.1415094339622641,Hospitality
Commercial Property Manager,25.0,224,1516,0.1477572559366754,Sales & Marketing
Elevator Mechanic,25.0,58,490,0.1183673469387755,Hospitality
Project Assistant,25.0,817,2252,0.3627886323268206,Administrative & Clerical
Product Coordinator,25.0,749,2026,0.3696939782823297,Data & IT
Wedding Planner,25.0,787,2506,0.3140462889066241,Communication & PR
Social Media Director,25.0,1009,3039,0.3320171108917407,Hospitality
Custodial Supervisor,25.0,171,1327,0.1288620949510173,Medical & Healthcare
Research Manager,25.0,994,2806,0.3542409123307198,Medical & Healthcare
Media Director,25.0,770,2159,0.3566465956461325,Law Enforcement
Retail Sales Manager,25.0,649,1685,0.3851632047477745,Data & IT
Marketing Communications Specialist,25.0,586,3251,0.1802522300830513,Medical & Healthcare
Marketing Communications Manager,25.0,578,3227,0.1791137279206693,Leadership & Strategy
Marketing Communications,25.0,581,3233,0.1797092483761212,Administrative & Clerical
Marketing Associate,25.0,586,3251,0.1802522300830513,Data & IT
Lead Generator,25.0,479,2883,0.1661463753035033,Communication & PR
Digital Producer,25.0,373,2471,0.150951031970862,Hospitality
Community Manager,25.0,335,1928,0.1737551867219917,Sales & Marketing
Bakery Clerk,25.0,138,1207,0.1143330571665285,Leadership & Strategy
Advertising Sales,25.0,240,1570,0.1528662420382165,Law Enforcement
Solutions Engineer,25.0,904,2370,0.3814345991561181,Supply Chain & Logistics
Media Planner,25.0,813,2673,0.3041526374859708,Construction
Microstrategy Developer,25.0,533,1457,0.3658201784488675,Leadership & Strategy
Erp Consultant,25.0,270,1842,0.1465798045602606,Administrative & Clerical
Business Process Analyst,25.0,261,2008,0.1299800796812749,Data & IT
Business Intelligence Manager,25.0,235,1554,0.1512226512226512,Communication & PR
Web Architect,25.0,1067,2752,0.3877180232558139,Hospitality
Software Developer,25.0,946,2429,0.3894606834088102,Sales & Marketing
Hr Generalist,25.0,368,2189,0.1681132937414344,Leadership & Strategy
Senior Software Developer,25.0,952,2436,0.3908045977011494,Law Enforcement
Python Developer,25.0,541,1469,0.3682777399591559,Supply Chain & Logistics
Lead Software Engineer,25.0,287,1861,0.1542181622783449,Medical & Healthcare
Lead Engineer,25.0,291,1884,0.1544585987261146,Leadership & Strategy
Regional Property Manager,25.0,627,1724,0.3636890951276102,Leadership & Strategy
Pipe Fitter,25.0,232,879,0.2639362912400455,Data & IT
Home Builder,25.0,199,1646,0.1208991494532199,Communication & PR
Researcher,25.0,1028,2939,0.3497788363388908,Supply Chain & Logistics
Construction Consultant,25.0,206,1450,0.1420689655172413,Sales & Marketing
Boilermaker,25.0,59,495,0.1191919191919192,Construction
Visual Merchandising Manager,25.0,760,2277,0.3337725076855511,Law Enforcement
Stocker,25.0,285,1041,0.2737752161383285,Supply Chain & Logistics
Sales Merchandiser,25.0,591,1562,0.3783610755441741,Medical & Healthcare
Retail Specialist,25.0,586,1618,0.3621755253399258,Leadership & Strategy
Retail Salesperson,25.0,558,1409,0.3960255500354862,Administrative & Clerical
Senior Software Engineer,25.0,950,2434,0.390304026294166,Construction
Security Guard,25.0,245,869,0.2819332566168009,Medical & Healthcare
Insurance Verification Specialist,25.0,292,2021,0.144482929242949,Administrative & Clerical
Utility Worker,25.0,235,840,0.2797619047619047,Administrative & Clerical
Instructional Technology Specialist,25.0,288,1982,0.1453077699293642,Leadership & Strategy
Recreation Leader,25.0,600,1484,0.4043126684636118,Law Enforcement
Provider,25.0,386,1100,0.3509090909090909,Supply Chain & Logistics
Personal Care Assistant,25.0,382,1125,0.3395555555555555,Medical & Healthcare
Midwife,25.0,327,1006,0.3250497017892644,Leadership & Strategy
Home Care Aide,25.0,154,1106,0.1392405063291139,Administrative & Clerical
Hairstylist,25.0,127,992,0.1280241935483871,Data & IT
Wine Consultant,25.0,323,1073,0.3010251630941286,Communication & PR
Security Agent,25.0,294,937,0.3137673425827108,Supply Chain & Logistics
Sous Chef,25.0,293,966,0.3033126293995859,Sales & Marketing
Shopper,25.0,366,1162,0.3149741824440619,Construction
Counter Manager,25.0,170,1337,0.1271503365744203,Communication & PR
Auto Body Painter,25.0,94,883,0.1064552661381653,Law Enforcement
Audio Visual Technician,25.0,172,1241,0.1385979049153908,Supply Chain & Logistics
Aircraft Inspector,25.0,103,999,0.1031031031031031,Medical & Healthcare
Vaccinator,25.0,163,543,0.3001841620626151,Leadership & Strategy
Radiology,25.0,366,1444,0.2534626038781163,Administrative & Clerical
Physical Therapist Assistant,25.0,266,977,0.2722620266120777,Data & IT
Pharmacy Assistant,25.0,324,1008,0.3214285714285714,Communication & PR
Banking Analyst,25.0,218,1530,0.1424836601307189,Law Enforcement
Field Manager,25.0,220,1459,0.1507882111034955,Communication & PR
Field Sales Manager,25.0,222,1454,0.1526822558459422,Data & IT
Food Service Manager,25.0,222,1505,0.1475083056478405,Administrative & Clerical
Franchise Manager,25.0,229,1480,0.1547297297297297,Leadership & Strategy
Team Member,25.0,407,1132,0.3595406360424028,Hospitality
Nuclear Medicine Technologist,25.0,321,1071,0.299719887955182,Supply Chain & Logistics
Mri Technologist,25.0,330,1065,0.3098591549295774,Medical & Healthcare
Mri Technician,25.0,329,1062,0.3097928436911488,Leadership & Strategy
Substance Abuse Counselor,25.0,374,1046,0.3575525812619503,Administrative & Clerical
Automotive Service Manager,25.0,133,1044,0.1273946360153256,Construction
Peer Counselor,25.0,529,1380,0.3833333333333333,Communication & PR
Health Psychologist,25.0,211,1626,0.1297662976629766,Hospitality
Family Therapist,25.0,221,1724,0.1281902552204176,Sales & Marketing
Technical Trainer,25.0,867,2423,0.3578208832026413,Construction
Technical Analyst,25.0,836,2289,0.3652249890782001,Law Enforcement
Support Analyst,25.0,805,2322,0.3466838931955211,Supply Chain & Logistics
Noc Technician,25.0,460,1277,0.360219263899765,Medical & Healthcare
Welding Inspector,25.0,232,807,0.2874845105328377,Leadership & Strategy
Gis Manager,25.0,264,1844,0.1431670281995661,Administrative & Clerical
Exchange Administrator,25.0,260,1835,0.1416893732970027,Data & IT
Enterprise Architect,25.0,242,1885,0.1283819628647214,Communication & PR
Desktop Support Analyst,25.0,247,1585,0.1558359621451104,Hospitality
Desktop Engineer,25.0,214,1711,0.1250730566919929,Sales & Marketing
Change Manager,25.0,241,1573,0.1532104259376986,Construction
Traffic Coordinator,25.0,610,1701,0.3586125808348031,Law Enforcement
Residence Counselor,25.0,505,1348,0.3746290801186943,Data & IT
Manufacturing Operations Manager,25.0,258,1853,0.1392336751214247,Sales & Marketing
Factory Worker,25.0,182,1461,0.1245722108145106,Construction
Electrical Inspector,25.0,176,1325,0.1328301886792453,Law Enforcement
Director Of Manufacturing,25.0,226,1754,0.1288483466362599,Supply Chain & Logistics
Cargo Handler,25.0,119,828,0.143719806763285,Medical & Healthcare
Perfusionist,25.0,293,981,0.2986748216106014,Hospitality
Acquisition Specialist,25.0,202,1427,0.1415557112824106,Leadership & Strategy
Press Secretary,25.0,241,1950,0.1235897435897435,Administrative & Clerical
Policy Analyst,25.0,240,2019,0.1188707280832095,Data & IT
Operations Manager,25.0,232,1461,0.1587953456536618,Communication & PR
National Account Manager,25.0,194,1208,0.1605960264900662,Hospitality
Learning And Development Manager,25.0,312,2046,0.1524926686217008,Sales & Marketing
Key Account Manager,25.0,310,2020,0.1534653465346534,Law Enforcement
Labor Relations Manager,25.0,237,1714,0.1382730455075846,Construction
Interaction Designer,25.0,271,2044,0.1325831702544031,Hospitality
Apartment Leasing Agent,25.0,240,1595,0.1504702194357366,Law Enforcement
Economic Analyst,25.0,206,1401,0.1470378301213419,Sales & Marketing
Treasurer,25.0,417,1271,0.3280881195908733,Law Enforcement
General Manager,25.0,231,1484,0.1556603773584905,Medical & Healthcare
Budtender,25.0,122,980,0.1244897959183673,Communication & PR
Dermatology Nurse Practitioner,25.0,137,1167,0.117395029991431,Hospitality
Business Director,25.0,186,1358,0.1369661266568483,Sales & Marketing
Chief Development Officer,25.0,180,1347,0.133630289532294,Construction
DBA,25.0,172,1322,0.1301059001512859,Law Enforcement
Assistant Front Office Manager,25.0,213,1552,0.1372422680412371,Data & IT
Transportation Supervisor,25.0,179,1419,0.1261451726568005,Medical & Healthcare
Center Manager,25.0,209,1542,0.1355382619974059,Leadership & Strategy
Stock Clerk,25.0,151,1036,0.1457528957528957,Administrative & Clerical
Product Design Engineer,25.0,260,1939,0.1340897369778236,Data & IT
Pattern Maker,25.0,194,1674,0.1158900836320191,Communication & PR
Clinical Liaison,25.0,221,1520,0.1453947368421052,Hospitality
Cancer Registrar,25.0,179,1323,0.1352985638699924,Sales & Marketing
Manufacturing Manager,25.0,194,1364,0.1422287390029325,Data & IT
Accounts Payable Coordinator,25.0,225,1585,0.1419558359621451,Administrative & Clerical
Trust Officer,25.0,426,1258,0.3386327503974563,Construction
Accounting Administrator,25.0,219,1577,0.1388712745719721,Communication & PR
